Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Caravan King's Cross Restaurant,Caravan King's Cross Restaurant,1 Granary Square,London,England,N1C 4AA,GB,0 20 7101 7661,,https://caravanandco.com/pages/kings-cross,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Playground nearby, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Relaxed, Buzzy, Good for groups, Teen favourite, Dog friendly, Friendly staff, Healthy, Quick service, A/C, Pram storage",,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,09:00-22:00,Europe/London,,FALSE,caravan-king-s-cross-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be5ae507d3b07a0a772_WhatsApp%2520Image%25202024-05-10%2520at%252016.55.01.jpeg,,,,,"1 Granary Square, London N1C 4AA, UK",51.5357396,-0.1253497,x86G6P79py,"Breakfast, brunch, and all-day dining with their own Caravan Roasted Coffee. Small plates, grains, bowls, pizzas, and mains. Outdoor fountains are in front of the restaurant in warmer months, and Handyside Gardens Play Area just a short walk away. 7 locations around London.",https://maps.app.goo.gl/JFf6RQ5RYXTi9oiN9,66e40be5ae507d3b07a0a776,https://thenugget.app/template/location/caravan-king-s-cross-restaurant-london-england
Mildreds Dalston,Mildreds Dalston,"1, Thomas Tower, Dalston Square",London,England,E8 3GU,GB,020 8017 1815,,http://www.mildreds.co.uk/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegan, Dairy Free, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:00-23:30,11:00-23:30,11:00-23:30,11:00-23:30,11:00-23:30,11:00-23:30,11:00-22:30,Europe/London,,FALSE,mildreds-dalston-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be6ff3875df05e3711f_Mildreds%2520Dalston.jpeg,,,,,"1, Thomas Tower, Dalston Square, London, England, E8 3GU, GB",51.5454324,-0.0746652,Z4wZeGOLpP,A light-filled space with an plant-based menu and friendly staff. 6 locations around London.,https://maps.app.goo.gl/GPfNXiWMk9k7w4N27,66e40be6ff3875df05e37123,https://thenugget.app/template/location/mildreds-dalston-london-england
BrewDog Waterloo,BrewDog Waterloo,01 The Sidings,London,England,SE1 7BH,GB,0 20 7397 1010,,https://www.brewdog.com/uk/brewdog-waterloo,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Playground nearby, Vegetarian, Vegan, Fun / Quirky, Relaxed, Buzzy, Good for groups, Teen favourite, Dog friendly, Friendly staff, Healthy, Kids' play space, A/C, Pram storage",,07:30-23:30,07:30-23:30,07:30-23:30,07:30-23:30,09:00-00:30,09:00-00:30,09:00-11:30,Europe/London,,FALSE,brewdog-waterloo-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be724587e0d1b3ae471_WhatsApp%2520Image%25202024-05-10%2520at%252016.49.22-fotor-20240510165030.jpeg,,,,,"01 The Sidings, Unit G Waterloo Station , London, England, SE1 7BH, GB",51.5023073,-0.1153675,gpaAmyXZpZ,"A fun vibe for the whole family including a bowling alley, slide, ice cream truck, board games, and a dog's menu.",https://maps.app.goo.gl/ja2Lisy7k5HZJBg28,66e40be724587e0d1b3ae475,https://thenugget.app/template/location/brewdog-waterloo-london-england
Rudy's Pizza Napoletana - Shoreditch,Rudy's Pizza Napoletana - Shoreditch,183 Shoreditch High Street,London,England,E1 6HU,GB,0 20 8165 9929,,https://www.rudyspizza.co.uk/book,1,"High chair, Baby change in unisex room, Wheelchair access, Vegetarian, Vegan, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Kids' colouring, Quick service, A/C, Pram storage",,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-20:30,12:00-22:00,Europe/London,,FALSE,rudy-s-pizza-napoletana-shoreditch-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be8dc02f44ce846baf5_WhatsApp%2520Image%25202024-05-13%2520at%252013.54.53.jpeg,,,,,"183 Shoreditch High St, London E1 6HU, UK",51.5243410,-0.0774149,ZJWZmvLb40,Buzzy pizza place perfect for the whole family. Try to save room for dessert. 7 locations around London.  Also offers a bake at home option with 4 pizza minimum purchase.,https://maps.app.goo.gl/EPBofrvSCXcLAq429,66e40be8dc02f44ce846baf9,https://thenugget.app/template/location/rudy-s-pizza-napoletana-shoreditch-london-england
The Duke of Richmond - Hackney,The Duke of Richmond - Hackney,316 Queensbridge Road,London,England,E8 3NH,GB,0 20 7923 3990,,https://www.thedukeofrichmond.com/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Vegetarian, Vegan, Gluten free, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, Pram storage",,17:30-21:00,closed,17:30-21:00,17:30-21:30,"12:00-14:30,17:30-21:30",12:00-21:30,12:00-19:00,Europe/London,,FALSE,the-duke-of-richmond-hackney-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be824587e0d1b3ae629_Duke%2520of%2520richmond.webp,,,,,"316 Queensbridge Rd, London E8 3NH, UK",51.5429680,-0.0696627,N49eQ1Dn4G,"Cosy neighbourhood pub with daily deals, including 50% off food every Friday 12-2.30pm. 10 minute walk to 2 London Fields playgrounds.  📸 Duke of Richmond",https://maps.app.goo.gl/7V7S1wRmGm9DZTap6,66e40be924587e0d1b3ae656,https://thenugget.app/template/location/the-duke-of-richmond-hackney-london-england
Leafwild Cafe,Leafwild Cafe,156 Ladbroke Grove,London,England,W10 5NA,GB,020 3417 6616,,https://leafwildcafe.co.uk/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Vegetarian, Vegan, Gluten free, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,07:30-17:00,08:00-17:00,08:00-17:00,Europe/London,,FALSE,leafwild-cafe-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be96aa8ebf621678109_WhatsApp%2520Image%25202024-05-10%2520at%252016.43.06.jpeg,,,,,"156 Ladbroke Grove, London W10 5NA, UK",51.5185246,-0.2104038,wpZnmexOpA,"Cosy cafe with a rustic vibe offering artisan coffee, plus health-conscious cakes & meals.",https://maps.app.goo.gl/CLe9Q2DeoSfXsn1ZA,66e40be96aa8ebf62167810d,https://thenugget.app/template/location/leafwild-cafe-london-england
Trejo’s Tacos,Trejo’s Tacos,299 Portobello Road,London,England,W10 5TD,GB,,,http://trejostacos.co.uk/,1,"High chair, Baby change in unisex room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Relaxed, Buzzy, Good for groups, Teen favourite, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,closed,12:00-22:00,12:00-22:00,12:00-22:00,10:00-22:00,10:00-22:00,10:00-17:00,Europe/London,,FALSE,trejo-s-tacos-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bea4384be622823f99b_WhatsApp%2520Image%25202024-05-10%2520at%252016.43.24.jpeg,,,,,"299-301, 299 Portobello Rd, London W10 5TD, UK",51.5192276,-0.2077699,ZJWZK3wW40,"New taco restaurant near Portobello Road Market. Dog friendly during the day. Kids meals available. Note: there is a step to access the ""accessible"" toilet.",https://maps.app.goo.gl/T53tsxfqxr22RnZp8,66e40bea4384be622823f99f,https://thenugget.app/template/location/trejo-s-tacos-london-england
Comptoir Libanais,Comptoir Libanais,1-5 Exhibition Road,London,England,SW7 2HE,GB,020 7225 5006,,https://www.comptoirlibanais.com/restaurants/south-kensington,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Gluten free, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-21:00,Europe/London,,FALSE,comptoir-libanais-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40beb4bbe52ae3ba36a76_WhatsApp%2520Image%25202024-05-10%2520at%252016.41.26-fotor-20240510164214.jpeg,,,,,"1-5 Exhibition Rd, South Kensington, London SW7 2HE, UK",51.4947102,-0.1736234,PJmQwKKnJl,Lebanese chain with plenty of options for everyone. Dogs welcome outside. 11 locations around London.,https://maps.app.goo.gl/KtsjzezJF8U8H47E7,66e40beb4bbe52ae3ba36a92,https://thenugget.app/template/location/comptoir-libanais-london-england
The Kensington Creperie,The Kensington Creperie,2-4 Exhibition Road,London,England,SW7 2HF,GB,0 20 7589 8947,,http://kensingtoncreperie.com/,1,"High chair, Baby change in unisex room, Outdoor seating, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Friendly staff, Quick service",,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,Europe/London,,FALSE,the-kensington-creperie-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bed216f861a3f63c412_IMG_5070%25202.jpeg,,,,,"2-4 Exhibition Rd, South Kensington, London SW7 2HF, UK",51.4947729,-0.1732040,DJ36b55Y4m,Sweet and savoury crepes for the whole family. Also serving pancakes and salads. Combine with nearby museums. ,https://maps.app.goo.gl/k6n34epveiaDsTi87,66e40bed216f861a3f63c416,https://thenugget.app/template/location/the-kensington-creperie-london-england
Farm Girl - South Kensington,Farm Girl - South Kensington,8 Exhibition Road,London,England,SW7 2HF,GB,0 20 3674 0926,,http://www.thefarmgirl.co.uk/,1,"High chair, Baby change in unisex room, Outdoor seating, Tourist attraction nearby, Vegetarian, Vegan, Cosy, Buzzy, Takeaway, Friendly staff, Healthy, Kids' colouring, Quick service",,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,09:00-17:30,09:00-17:30,Europe/London,,FALSE,farm-girl-south-kensington-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bedf5ad5d18e8bb69ca_WhatsApp%2520Image%25202024-05-10%2520at%252012.00.59-fotor-20240510163753.jpeg,,,,,"8 Exhibition Rd, South Kensington, London SW7 2HF, UK",51.4949327,-0.1732342,yJzn6AADJ6,"Friendly and healthy breakfast and lunch, with coffee, teas, matcha and pastries.",https://maps.app.goo.gl/wLVE2ShTVZk8aXZT6,66e40beef5ad5d18e8bb69e2,https://thenugget.app/template/location/farm-girl-south-kensington-london-england
Delicious Pho,Delicious Pho,3-6 Steward Street,London,England,E1 6FQ,GB,0 20 7646 2021,,https://deliciouspho.co.uk/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Tourist attraction nearby, Vegetarian, Vegan, Dairy Free, Gluten free, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,Europe/London,,FALSE,delicious-pho-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bef80ffac5ddc1cb440_WhatsApp%2520Image%25202024-04-19%2520at%252015.08.26.jpeg,,,,,"3-6 Steward St, London E1 6FQ, UK",51.5188805,-0.0774597,Z4vZ3L294Q,"Large Vietnamese restaurant beside Spitalfield Market, with noodles, bánh mì, and a large tea and che desserts selction. ",https://maps.app.goo.gl/g8ytpDnLDxGJNFqR8,66e40bef80ffac5ddc1cb45e,https://thenugget.app/template/location/delicious-pho-london-england
Purple Patch,Purple Patch,3155 Mount Pleasant Street Northwest,Washington,District of Columbia,20010,US,0 202-299-0022,,http://www.purplepatchdc.com/,0,"High chair, Baby change in unisex room, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Quick service",,"10:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30",10:00-17:00,"09:00-15:00,16:00-21:30","10:00-15:00,16:00-21:30",America/New_York,,FALSE,purple-patch-washington-district-of-columbia,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66eb1d79d20f50a0502e8bf8_66e40bf032f01adb4430fbeb_WhatsApp%252520Image%2525202024-05-06%252520at%25252017.33.06.jpeg,,,,,"3155 Mt Pleasant St NW, Washington, DC 20010, USA",38.9305555,-77.0376686,k4Y9qjQL4X,"Filipino Classics and American Fare, Filipino owed and operated with something on the menu for everyone.",https://maps.app.goo.gl/1UMvvPzsHs9acNY59,66e40bf032f01adb4430fc4c,https://thenugget.app/template/location/purple-patch-washington-district-of-columbia
Martha Dear,Martha Dear,3110 Mount Pleasant Street Northwest,Washington,District of Columbia,20010,US,#ERROR!,,https://www.marthadear.com/,0,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,closed,closed,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,America/New_York,,FALSE,martha-dear-washington-district-of-columbia,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66eb1d783af85add75214640_66e40bf1e4adc0013db64491_WhatsApp%252520Image%2525202024-05-06%252520at%25252017.20.22.jpeg,,,,,"3110 Mt Pleasant St NW, Washington, DC 20010, USA",38.9291709,-77.0377106,r85dR1rzJN,"Down-to-earth restaurant with a patio specializing in sourdough pizzas, plus Italian & Greek dishes. Menu is good for kids. ",https://maps.app.goo.gl/3vwPygmigHqh59GL8,66e40bf1e4adc0013db644aa,https://thenugget.app/template/location/martha-dear-washington-district-of-columbia
Mount Desert Island Ice Cream,Mount Desert Island Ice Cream,3110 Mount Pleasant Street Northwest,Washington,District of Columbia,20010,US,#ERROR!,,http://www.mdiic.com/,0,"Baby change in unisex room, Outdoor seating, Vegetarian, Vegan, Dairy Free, Buzzy, Good for groups, Dog friendly, Friendly staff, Quick service, A/C",,14:00-21:30,14:00-21:30,14:00-21:30,14:00-21:30,12:00-21:30,12:00-22:00,12:00-21:30,America/New_York,,FALSE,mount-desert-island-ice-cream-washington-district-of-columbia,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66eb1d77ff6d944352ffbbcf_66e40bf24ba74f31a8fd1cca_WhatsApp%252520Image%2525202024-05-06%252520at%25252017.34.49.jpeg,,,,,"3110 Mt Pleasant St NW 1st floor, Washington, DC 20010, USA",38.9291879,-77.0377248,zpALAlx78d,"Delicious and interesting ice cream flavours for everyone, even the dog!",https://maps.app.goo.gl/u49UN5fVjRYy2hfW8,66e40bf24ba74f31a8fd1cce,https://thenugget.app/template/location/mount-desert-island-ice-cream-washington-district-of-columbia
Bread Street Kitchen & Bar - Battersea,Bread Street Kitchen & Bar - Battersea,Battersea Power Station,London,England,SW11 8DD,GB,0 20 7592 7952,,https://www.gordonramsayrestaurants.com/bread-street-kitchen/battersea/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Playground nearby, Small sharing plates, Vegetarian, Buzzy, Posh, Good for groups, Free kids meal, Friendly staff, Kids' colouring, Quick service, A/C",,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-21:00,Europe/London,,FALSE,bread-street-kitchen-bar-battersea-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bf3ed785208ce66372f_WhatsApp%2520Image%25202024-05-17%2520at%252015.50.54.jpeg,,,,,"Battersea Power Station, 1st Floor, London, England, SW11 8DD, GB",51.4818269,-0.1444823,Z4vZYg9y4Q,"A Modern European restaurant with something for everyone, including a delicious Beef Wellington for two. Kids (8 and under) eat free all day every day: one kids meal free with the purchase of an adult's meal. They have 6 locations around London.",https://maps.app.goo.gl/yjjcUbDZCAungHF48,66e40bf3ed785208ce663733,https://thenugget.app/template/location/bread-street-kitchen-bar-battersea-london-england
The Crown,The Crown,223 Grove Road,London,England,E3 5SN,GB,0 20 8880 7261,,https://www.thecrownbow.co.uk/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Kids' colouring, Games available, Quick service, A/C",,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,10:00-22:00,12:00-21:00,Europe/London,,FALSE,the-crown-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bf620ea1fdc6d73c1ad_The%2520Crown%2520e3.png,,,,,"223 Grove Rd., London E3 5SN, UK",51.5329794,-0.0417301,rJq93P6qJq,"Friendly neighbourhood pub with two floors of dining, balconies, and outdoor tables. Brunch during the week and Saturdays with Sunday roast on offer. Kids meals are available as half portion of adult mains for half the price. Tip: the outdoor seating is best for babies in a stroller or older kids. Opt for indoor seating with energetic toddlers. Combine with Victoria Park and Playground nearby. 📸 The Crown ",https://maps.app.goo.gl/76zgaJZBFBC3eUXg9,66e40bf620ea1fdc6d73c1d6,https://thenugget.app/template/location/the-crown-london-england
Megan's on the High Street Restaurant (Kensington),Megan's on the High Street Restaurant (Kensington),204 Kensington High Street,London,England,W8 7RG,GB,0 20 3468 0219,,https://megans.co.uk/bookings/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Relaxed, Buzzy, Good for groups, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,08:30-21:30,08:30-21:30,08:30-21:30,08:30-22:30,08:30-22:30,08:30-22:30,09:00-21:30,Europe/London,,FALSE,megan-s-on-the-high-street-restaurant-kensington-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bf71974d4d441bb8598_WhatsApp%2520Image%25202024-05-20%2520at%252012.43.33.jpeg,,,,,"204 Kensington High St, London W8 7RG, UK",51.4996519,-0.1974341,k8P7N6kKJb,All day dining that includes a little kids menu and a big kids menu with vegetarian and vegan options. A great place for the whole family!,https://maps.app.goo.gl/8zuS3d3RJbSjeMBW8,66e40bf71974d4d441bb85ac,https://thenugget.app/template/location/megan-s-on-the-high-street-restaurant-kensington-london-england
Din Tai Fung Centre Point,Din Tai Fung Centre Point,11 Saint Giles Square,London,England,WC2H 8AP,GB,0 20 3034 0368,,https://dintaifung-uk.com/reservations/,1,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,din-tai-fung-centre-point-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bf879566cf668099213_din%2520tai%2520fung.webp,,,,,"Unit R04, 11 St Giles Square, London WC2H 8AP, UK",51.5163002,-0.1293852,LJyk66GXpl,Best place for dumplings! Great for groups.; Menu is good for kids; Cash not accepted.  📸 Din Tai Fung ,https://maps.app.goo.gl/tFX9MyygQzM8MXaq7,66e40bf879566cf66809921e,https://thenugget.app/template/location/din-tai-fung-centre-point-london-england
